Rion paiement;Nom de l'oeuvre;Identifiant de l'oeuvre;Nom compositeur;Genre;Familles;Types d'utilisation;Utilisateurs;Pays;Période d’exploitation;Quantité;Titre de l'oeuvre liée;Genre de l'oeuvre liée;Oeuvre composite;Titre du support;Type de support;Producteur;Marque;Produit;EAN13;Référence Catalogue;Répartition d'origine;Type de répartition;Type de remboursement;Titulaire du catalogue;Catalogue éditorial;COAD du catalogue éditorial;Rôle;Catalogue éditorial original;COAD du catalogue éditorial original;Origine éditoriale;Répertoire DE;Répertoire PHONO;Clé DE;Clé DR;Clé PHONO;Montant DE (Euros);Montant DR (Euros);Montant Phono (Euros);Mes droits en NET (Euros)
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Télévision;TV Cable;MTV groupe TV;FRANCE;2020S2;3;AMOUR DE JEUNESSE;Clip;;;;;;;;;655;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;;11,11999989;;;0,080000;0,000000;0,000000;0,080000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;ESPAGNE;2021T4;1914;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,110000;0,000000;0,000000;0,110000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Etranger;;STIM;SUEDE;2020;;;;;;;;;;;;656;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;;8,34000015;;;0,080000;0,000000;0,000000;0,080000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;ROYAUME-UNI;2021T1;146;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;LUXEMBOURG;2021T2;5232;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,050000;0,000000;0,050000;0,100000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;SUISSE;2021T4;48327;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;3,740000;0,000000;0,000000;3,740000
656;FIRE;4362423911;BORA VAKENE;Chant;Online;Streaming;Google;FRANCE;2021T1;253;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;A-SACEM;;;8,34000015;0,000000;0,000000;0,030000;0,030000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;LUXEMBOURG;2021T4;2864;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,030000;0,000000;0,020000;0,050000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;ALGERIE;2021T3;6695;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;ROYAUME-UNI;2022T1;124;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Radio;Radio hertzienne;France Bleu Region;FRANCE;2019S2;82;;;;;;;;;;;651;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;;11,11999989;8,34000015;;16,330000;4,360000;0,000000;20,690000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;BELGIQUE;2021T1;7768;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,970000;0,000000;0,000000;0,970000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;ITALIE;2021T1;1811;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,020000;0,000000;0,000000;0,020000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;LUXEMBOURG;2021T4;352;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,030000;0,000000;0,070000;0,100000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;SUISSE;2022T1;3350;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,620000;0,000000;0,000000;0,620000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;LUXEMBOURG;2021T2;354;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,040000;0,000000;0,060000;0,100000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;BELGIQUE;2022T1;5467;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,630000;0,000000;0,000000;0,630000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;INDE;2021T2;573;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;ALLEMAGNE;2021T1;473;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,040000;0,000000;0,000000;0,040000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;ITALIE;2021T1;125;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,020000;0,000000;0,000000;0,020000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;BELGIQUE;2021T2;13203;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;1,370000;0,000000;0,000000;1,370000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;ROYAUME-UNI;2021T3;3163;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,230000;0,000000;0,000000;0,230000
656;FIRE;4362423911;BORA VAKENE;Chant;Online;Streaming;Spotify;SUISSE;2021T1;410;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,33333015;;;0,050000;0,000000;0,000000;0,050000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;MARTINIQUE;2021T3;8450;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,020000;0,000000;0,020000;0,040000
659;IDEE NOIRE;3815751311;MARLETTA LUIGI;Chant;Online;Streaming;Google;FRANCE;2021T4;788;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;A-SACEM;;;8,34000015;0,000000;0,000000;0,060000;0,060000
659;FIRE;4362423911;BORA VAKENE;Chant;Online;Streaming;Spotify;SUISSE;2021T4;75;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,33333015;;;0,010000;0,000000;0,000000;0,010000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;ROYAUME-UNI;2021T4;727;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,070000;0,000000;0,000000;0,070000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Deezer;FRANCE;2021T4;255638;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;8,170000;0,000000;18,170000;26,340000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Deezer;ROYAUME-UNI;2021T2;192;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,030000;0,000000;0,000000;0,030000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;PAYS-BAS;2021T4;1385;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,080000;0,000000;0,000000;0,080000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;SUISSE;2021T3;47327;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;3,890000;0,000000;0,000000;3,890000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Napster Rhapsody;FRANCE;2021T3;7635;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,320000;0,000000;0,700000;1,020000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;ITALIE;2021T3;1913;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,110000;0,000000;0,000000;0,110000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;ALGERIE;2021T3;6695;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Deezer;LUXEMBOURG;2021T4;108;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;A-SACEM;;;8,34000015;0,000000;0,000000;0,020000;0,020000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Qobuz;FRANCE;2021T4;25;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;A-SACEM;;;8,34000015;0,000000;0,000000;0,020000;0,020000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Copie privée;Copie privée sonore (Phono);Multi utilisateurs;FRANCE;2020S2;7783;;;;;;;;;;;654;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;;;;8,34000015;0,000000;0,000000;69,170000;69,170000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;NORVEGE;2021T4;206;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,020000;0,000000;0,000000;0,020000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Etranger;;STIM;SUEDE;2020;;;;;;;;;;;;655;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;;8,34000015;;;0,070000;0,000000;0,000000;0,070000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Deezer;ALLEMAGNE;2021T2;157;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;FRANCE;2021T2;100700;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;4,230000;0,000000;9,320000;13,550000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Deezer;SUISSE;2021T3;653;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,080000;0,000000;0,000000;0,080000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Copie privée;Copie privée sonore (Radio);Multi utilisateurs;FRANCE;2019S2;1;;;;;;;;;;;650;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;;;;8,34000015;0,000000;0,000000;0,080000;0,080000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;ITALIE;2021T3;2520;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,030000;0,000000;0,000000;0,030000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;ALLEMAGNE;2022T1;706;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,070000;0,000000;0,000000;0,070000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;BELGIQUE;2022T1;5467;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,630000;0,000000;0,000000;0,630000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;LUXEMBOURG;2021T2;5232;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,050000;0,000000;0,050000;0,100000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;AUTRICHE;2021T4;359;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;PAYS-BAS;2021T2;1646;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,040000;0,000000;0,000000;0,040000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;FRANCE;2021T3;1717284;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;23,610000;0,000000;17,700000;41,310000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;SUEDE;2021T3;1178;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,100000;0,000000;0,000000;0,100000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;FINLANDE;2021T4;117;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;NORVEGE;2021T4;206;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,020000;0,000000;0,000000;0,020000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;PORTUGAL;2021T3;1873;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,020000;0,000000;0,000000;0,020000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;BELGIQUE;2021T2;222674;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;2,870000;0,000000;0,000000;2,870000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;SUISSE;2021T2;6557;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;1,080000;0,000000;0,000000;1,080000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Radio;Radio hertzienne;France Bleu Region;FRANCE;2019S2;82;;;;;;;;;;;651;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;;11,11999989;8,34000015;;16,330000;4,360000;0,000000;20,690000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Radio;Radio hertzienne;Independants divers (GIE);FRANCE;2019S2;155;;;;;;;;;;;651;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;;11,11999989;8,34000015;;30,560000;5,080000;0,000000;35,640000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;LUXEMBOURG;2021T2;420;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,040000;0,000000;0,090000;0,130000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Etranger;;STIM;SUEDE;2020;;;;;;;;;;;;655;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;;8,34000015;;;0,060000;0,000000;0,000000;0,060000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;AUTRICHE;2021T2;483;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,040000;0,000000;0,000000;0,040000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;ROUMANIE;2021T2;753;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Sonorisation;Musique de Sonorisation (CMS);Multi utilisateurs;FRANCE;2020S2;1;;;;;;;;;;;655;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;;11,11999989;8,34000015;;0,190000;0,060000;0,000000;0,250000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;AUTRICHE;2021T4;359;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;GUYANE FRANCAISE;2021T3;2412;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;11,11999989;;;0,020000;0,000000;0,000000;0,020000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;FRANCE;2021T2;2258299;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;26,440000;0,000000;19,840000;46,280000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;ESPAGNE;2021T4;5874;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,060000;0,000000;0,000000;0,060000
657;FIRE;4362423911;BORA VAKENE;Chant;Online;Plateforme Web;Google;FRANCE;2021T2;1318;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11110020;;8,34000015;0,020000;0,000000;0,010000;0,030000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;FRANCE;2021T1;16895;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,390000;0,000000;0,850000;1,240000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;ROYAUME-UNI;2021T4;3081;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,190000;0,000000;0,000000;0,190000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;REUNION;2021T4;78356;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,130000;0,000000;0,100000;0,230000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Deezer;BELGIQUE;2021T2;930;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,050000;0,000000;0,000000;0,050000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;SUISSE;2021T1;5671;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,820000;0,000000;0,000000;0,820000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;ROYAUME-UNI;2021T4;6736;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,080000;0,000000;0,000000;0,080000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;ESPAGNE;2021T2;115;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,020000;0,000000;0,000000;0,020000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;LUXEMBOURG;2021T2;3759;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,230000;0,000000;0,330000;0,560000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Deezer;ALLEMAGNE;2021T3;57;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;SUISSE;2021T2;55586;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;3,990000;0,000000;0,000000;3,990000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Deezer;FRANCE;2021T2;248889;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;6,820000;0,000000;15,250000;22,070000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Deezer;ROYAUME-UNI;2021T4;103;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;LUXEMBOURG;2021T4;267;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;A-SACEM;;;8,34000015;0,000000;0,000000;0,080000;0,080000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;SUISSE;2021T1;31408;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,650000;0,000000;0,000000;0,650000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;ALLEMAGNE;2021T4;740;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,070000;0,000000;0,000000;0,070000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;SUEDE;2021T4;192;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Deezer;LUXEMBOURG;2021T3;108;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;A-SACEM;;;8,34000015;0,000000;0,000000;0,020000;0,020000
